Product.ID,Product.UID,Product.Name,ProductType.ID,User.ID,User.Company,Product.StatusID,Product.SKU,Product.Description,Product.WDescription,Product.InfoURL,Product.FilePath,Product.ImagePath,Support.Mail,Support.Phone,Support.URL,Product.SKUID,Product.CreateDate,Product.ModifyDate,Product.Price,Product.Hide,Product.Bundles,UserCategory.Name,UserCategory.ID,
"20055","20709","PDFsam Enhanced 5 - Edit Module","3","1001837","LULU Software (7270356 Canada inc)","1","","Customize and modify your PDF files with our wide array of editing tools.","","","/1001837/cb9e93e1-b1a0-4d2a-8de3-2215cb2afdc0_PDFsam_Enhanced_Installer.exe","/1001837/e80164f8-42d2-4dfe-8362-efd55388cef0.png","customersupport@upclick.com","","http://www.sodapdf.com/support.aspx","737","2/1/2018 10:54:14 AM","3/21/2018 9:23:16 AM","30.0000","False","","PDFSam 5","288",
"20054","20708","PDFsam Enhanced 5 - PRO + OCR","3","1001837","LULU Software (7270356 Canada inc)","1","","Get a complete PDF software solution equipped with all the modules, plus our innovative OCR (Optical Character Recognition) feature that allows you to create digital and editable versions of scanned documents and images.
","","http://sodapdf.com/modules-and-packages/pro-ocr","/1001837/1ebf1275-3bc5-473c-89ee-f424cc4e2cfd_PDFsam_Enhanced_Installer.exe","/1001837/b0201fd4-8ba3-4d42-bd59-1965e77172b2.png","customersupport@upclick.com","","http://www.sodapdf.com/support.aspx","736","2/1/2018 10:52:34 AM","11/21/2018 8:35:45 AM","129.0000","False","","PDFSam 5","288",
"20053","20707","PDFsam Enhanced 5 - Standard","3","1001837","LULU Software (7270356 Canada inc)","1","","Get everything you need to edit, convert and insert elements into your PDF documents. Save time with our easy to use all-in-one package.
","","","/1001837/41b685d5-6458-4386-a110-a280d55bdc13_PDFsam_Enhanced_Installer.exe","/1001837/12582098-5098-4643-940e-15cedfdc022f.png","customersupport@upclick.com","","http://www.sodapdf.com/support.aspx","735","2/1/2018 10:49:22 AM","3/21/2018 9:13:37 AM","59.0000","False","","PDFSam 5","288",
"20052","20706","PDFsam Enhanced 5 - Professional","3","1001837","LULU Software (7270356 Canada inc)","1","","Get our advanced PDF solution that will help streamline your workflow. It’s equipped with everything you need to customize, secure, and collaborate on your PDF documents.
","","http://sodapdf.com","/1001837/3dc36779-3f59-402d-968c-87075c2660a8_PDFsam_Enhanced_Installer.exe","/1001837/9c86b2f8-9012-4a9f-af5d-388205342bc9.png","customersupport@upclick.com","","http://www.sodapdf.com/support.aspx","734","2/1/2018 10:47:16 AM","1/7/2019 8:44:16 AM","99.0000","False","","PDFSam 5","288",
"20051","20705","Upgrade to PDFsam Enhanced 5 - Professional","3","1001837","LULU Software (7270356 Canada inc)","1","","Get our advanced PDF solution that will help streamline your workflow. It’s equipped with everything you need to customize, secure, and collaborate on your PDF documents.
","","http://sodapdf.com","/1001837/3dc36779-3f59-402d-968c-87075c2660a8_PDFsam_Enhanced_Installer.exe","/1001837/9c86b2f8-9012-4a9f-af5d-388205342bc9.png","customersupport@upclick.com","","http://www.sodapdf.com/support.aspx","733","2/1/2018 10:45:43 AM","3/21/2018 9:20:19 AM","99.0000","False","","PDFSam 5","288",
"20005","20659","PDF Architect - Extended Download Protection","1","1001837","LULU Software (7270356 Canada inc)","1","","Protect your purchase with our Extended Download Service! We will keep a back-up copy of your digital files should you need to re-download them for any reason (in case of accidental deletion, new PC installation or any other problem).
","","http://www.lulusoftware.com","/1001837/b82a731d-cb33-4771-a201-433d2f468314_DLP_certificate.pdf","/1001837/8e9a7000-854f-48a3-9f73-b61374305db4.png","info@lulusoftware.com","","","725","1/30/2018 9:14:54 AM","1/30/2018 9:14:54 AM","14.9500","False","","PDF Architect X-Sells","162",
"20004","20658","PDF Architect Extended Download Protection","1","1001837","LULU Software (7270356 Canada inc)","1","","Protect your purchase with our Extended Download Service! We will keep a back-up copy of your digital files should you need to re-download them for any reason (in case of accidental deletion, new PC installation or any other problem).
","","http://www.lulusoftware.com","/1001837/b82a731d-cb33-4771-a201-433d2f468314_DLP_certificate.pdf","/1001837/8e9a7000-854f-48a3-9f73-b61374305db4.png","info@lulusoftware.com","","","724","1/30/2018 9:14:20 AM","1/30/2018 9:14:20 AM","14.9500","False","","PDF Architect X-Sells","162",
"19889","20543","Soda PDF 10 - Premium + OCR","2","1001837","LULU Software (7270356 Canada inc)","1","","All the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, and secure your PDFs.
","In order to unlock your Soda PDF product, you will need to create a password for your account and log in via the application. You will receive another email shortly at the email address you used during purchase with details on how to create your password and use your product. In the meantime, you can download the application via the download link below.
","","","/1001837/7f568f5b-0e04-4794-a179-9994da214315.jpg","info@sodapdf.com","","","723","1/10/2018 2:46:31 PM","4/18/2018 3:21:01 PM","159.0000","False","","Soda PDF Anywhere","225",
"19888","20542","Soda PDF 10 - Home + OCR","2","1001837","LULU Software (7270356 Canada inc)","1","","All the essential features to create PDFs, convert to formats such as Word and Excel, edit the content of your files, insert page elements, and review and annotate your work.
","In order to unlock your Soda PDF product, you will need to create a password for your account and log in via the application. You will receive another email shortly at the email address you used during purchase with details on how to create your password and use your product. In the meantime, you can download the application via the download link below.
","","","/1001837/bedb1d53-3ffe-499f-be35-bdce4afd4855.jpg","info@sodapdf.com","","","722","1/10/2018 2:44:25 PM","1/22/2018 10:05:16 AM","109.0000","False","","Soda PDF Anywhere","225",
"19872","20526","Soda PDF - Processed File","2","1001837","LULU Software (7270356 Canada inc)","1","","Access your file immediately after successful payment.","","","","/1001837/f66c7672-1b3b-43eb-bd8b-f7f38377ab57.png","info@sodapdf.com","","","721","1/9/2018 2:23:28 PM","2/1/2019 2:55:12 PM","3.0000","False","","Default","",
"19871","20525","Soda PDF 10 Enterprise Maintenance","3","1001837","LULU Software (7270356 Canada inc)","1","","Get a FREE upgrade to the next version of Soda PDF as well as access to our Priority Technical Support for 12 months
","","http://sodapdf.com","/1001837/81f70281-1072-4506-aebb-90a292368988_soda-maintenance-program.pdf","/1001837/fea7d029-20c8-4504-bd60-3cc5c742aebf.jpg","vipsupport@sodapdf.com","","http://www.sodapdf.com/support.aspx","720","1/8/2018 2:06:38 PM","1/8/2018 2:06:38 PM","63.6000","False","","Soda PDF General X-Sells","140",
"19869","20523","Soda PDF 10 Home Maintenance","1","1001837","LULU Software (7270356 Canada inc)","1","","Get a FREE upgrade to the next version of Soda PDF as well as access to our Priority Technical Support for 12 months.
","","http://sodapdf.com","/1001837/7a0a3afe-9158-40c6-a1a6-b6780ae6a47e_soda-maintenance-program.pdf","/1001837/97733f51-15be-41ae-99bd-49d26203086c.jpg","vipsupport@sodapdf.com","","http://www.sodapdf.com/support.aspx","718","1/8/2018 1:46:29 PM","1/8/2018 1:46:29 PM","31.6000","False","","Soda PDF General X-Sells","140",
"19868","20522","Upgrade to Soda PDF 10 - Premium","2","1001837","LULU Software (7270356 Canada inc)","1","","All the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, secure your PDFs.
","Please <a href="https://www.sodapdf.com/account/login/"> create an account or sign in</a> with the email you entered during your purchase to unlock your Soda PDF product. You will receive another email shortly with details on how to use and manage your product.
","","","/1001837/ecf22de9-09da-4fa9-876d-f4d26af75884.jpg","info@sodapdf.com","","","717","1/8/2018 1:43:19 PM","1/22/2018 10:05:25 AM","129.0000","False","","Soda PDF Anywhere","225",
"19866","20520","Soda PDF 10 - Enterprise","2","1001837","LULU Software (7270356 Canada inc)","1","","A perpetual license product designed for professionals. It is equipped with all the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, secure your PDFs, and
 use OCR. It also offers multiple deployment options for your convenience.","In order to unlock your Soda PDF product, you will need to create a password for your account and log in via the application. You will receive another email shortly at the email address you used during purchase with details on how to create your password and use your product. In the meantime, you can download the application via the download link below.
If you require licenses keys for GPO deployment, please contact our sales team.


","","","/1001837/694043f5-c856-4acb-922d-94f9f815364e.jpg","info@sodapdf.com","","","715","1/8/2018 1:26:29 PM","3/21/2018 1:19:52 PM","159.0000","False","","Soda PDF Anywhere","225",
"19865","20519","Soda PDF 10 - Premium","2","1001837","LULU Software (7270356 Canada inc)","1","","All the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, secure your PDFs.
","Please <a href="https://www.sodapdf.com/account/login/"> create an account or sign in</a> with the email you entered during your purchase to unlock your Soda PDF product. You will receive another email shortly with details on how to use and manage your product.
","","","/1001837/b99944ab-c45b-4b8c-9a4b-9429ae06ea37.jpg","info@sodapdf.com","","","714","1/8/2018 1:23:17 PM","1/22/2018 10:06:09 AM","129.0000","False","","Soda PDF Anywhere","225",
"19864","20518","Soda PDF 10 - Home","2","1001837","LULU Software (7270356 Canada inc)","1","","All the essential features you need to create PDFs, convert to formats such as Word and Excel, edit the content of your files, insert page elements, and review and annotate your work.
","In order to unlock your Soda PDF product, you will need to create a password for your account and log in via the application. You will receive another email shortly at the email address you used during purchase with details on how to create your password and use your product. In the meantime, you can download the application via the download link below.
","","","/1001837/e3364c92-2772-4368-8b30-e1dfd5c89c3b.png","info@sodapdf.com","","","713","1/8/2018 1:20:50 PM","1/15/2019 2:13:06 PM","79.0000","False","","Soda PDF Anywhere","225",
"19793","20447","Upgrade to PDF Architect Professional Plan","2","1001837","LULU Software (7270356 Canada inc)","1","","All the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, and secure your PDFs.
","","http://www.pdfarchitect.org","","/1001837/f8599189-8b87-4f20-bd1e-c7efa88ef925.jpg","customersupport@upclick.com","","http://support.pdfarchitect.org","711","12/18/2017 11:06:29 AM","3/29/2019 2:01:47 PM","69.0000","False","","PDF Architect 6","277",
"19792","20446","PDF Architect Convert Plan","2","1001837","LULU Software (7270356 Canada inc)","1","","Use our powerful conversion plan to convert your documents with accuracy and without loss of information.
","","http://www.pdfarchitect.org","","/1001837/b13e9640-20ff-4486-ae04-307057d7ab99.png","customersupport@upclick.com","","http://support.pdfarchitect.org","710","12/18/2017 10:39:41 AM","4/18/2019 2:57:44 PM","19.0000","False","","PDF Architect 6","277",
"19791","20445","PDF Architect Edit Plan","2","1001837","LULU Software (7270356 Canada inc)","1","","Customize and modify your PDF files with our wide array of editing tools.","","http://www.pdfarchitect.org","","/1001837/d8bf0284-04aa-46a7-b563-771f70aec101.png","customersupport@upclick.com","","http://support.pdfarchitect.org","709","12/18/2017 10:36:37 AM","4/18/2019 2:56:29 PM","29.0000","False","","PDF Architect 6","277",
"19756","20410","PDF Architect - OCR Plan","2","1001837","LULU Software (7270356 Canada inc)","1","","Save time from retyping old documents by turning any PDF, image, or a scanned document into a fully editable file with our advanced Optical Character Recognition Module.","","http://pdfarchitect.org","","/1001837/5bc7095a-ca33-400a-94ed-f99b650748e1.png","info@sodapdf.com","","http://www.sodapdf.com/support.aspx","708","12/13/2017 1:56:38 PM","4/18/2019 2:55:35 PM","24.0000","False","","PDF Architect 6","277",
"19755","20409","PDF Architect Pro + OCR - 3 Month Plan","2","1001837","LULU Software (7270356 Canada inc)","1","","Our most advanced and comprehensive PDF plan, with all the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, secure your PDFs, and use OCR.
","","http://www.pdfarchitect.org","","/1001837/8f5c89f6-55ae-49df-9f2f-19db0f59a7b1.jpg","customersupport@upclick.com","","http://support.pdfarchitect.org","707","12/12/2017 2:51:55 PM","4/3/2019 11:33:37 AM","30.0000","False","","PDF Architect 6","277",
"19754","20408","PDF Architect Pro + OCR Plan","2","1001837","LULU Software (7270356 Canada inc)","1","","Our most advanced and comprehensive PDF plan, with all the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, secure your PDFs, and use OCR.
","","http://www.pdfarchitect.org","","/1001837/b4d13301-554b-4bb3-9591-8a7a8b86dce3.jpg","customersupport@upclick.com","","http://support.pdfarchitect.org","706","12/12/2017 2:20:59 PM","4/18/2019 3:01:01 PM","89.0000","False","","PDF Architect 7","296",
"19753","20407","PDF Architect Professional Plan","2","1001837","LULU Software (7270356 Canada inc)","1","","All the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, and secure your PDFs.
","","http://www.pdfarchitect.org","","/1001837/98ae6e34-41f2-4124-8a2d-ee294b1824f6.jpg","customersupport@upclick.com","","http://support.pdfarchitect.org","705","12/12/2017 2:16:40 PM","4/18/2019 2:59:37 PM","69.0000","False","","PDF Architect 7","296",
"19752","20406","PDF Architect Standard Plan","2","1001837","LULU Software (7270356 Canada inc)","1","","All the essential features to create PDFs, convert to formats such as Word and Excel, edit the content of your files, and insert page elements.
","","http://www.pdfarchitect.org","","/1001837/f78e5bc4-ebdf-4e58-a46a-90c9efe05762.jpg","customersupport@upclick.com","","http://support.pdfarchitect.org","704","12/12/2017 2:11:45 PM","4/18/2019 2:58:56 PM","49.0000","False","","PDF Architect 7","296",
"19740","20394","PDF Architect 6 Standard Edition","2","1001837","LULU Software (7270356 Canada inc)","1","","All the essential features to create PDFs, convert to formats such as Word and Excel, edit the content of your files, and insert page elements.
","","http://www.pdfarchitect.org","","/1001837/2457045e-a11d-4f7d-b508-2a65fbd226a5.jpg","customersupport@upclick.com","","http://support.pdfarchitect.org","703","12/7/2017 11:24:15 AM","7/25/2018 10:21:12 AM","69.0000","False","","PDF Architect 6","277",
"19739","20393","PDF Architect 6 Professional Edition","2","1001837","LULU Software (7270356 Canada inc)","1","","All the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, and secure your PDFs.
","","http://www.pdfarchitect.org","","/1001837/b11024fa-9eae-4a17-8cb0-2ec21e615995.jpg","customersupport@upclick.com","","http://support.pdfarchitect.org","702","12/7/2017 11:19:37 AM","7/25/2018 10:21:41 AM","109.0000","False","","PDF Architect 6","277",
"19738","20392","PDF Architect 6 Pro + OCR Edition","2","1001837","LULU Software (7270356 Canada inc)","1","","Our most advanced and comprehensive PDF plan, with all the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, secure your PDFs, and use OCR.
","","http://www.pdfarchitect.org","","/1001837/3bac9349-a45f-4ea0-a13e-abb00372acc2.jpg","customersupport@upclick.com","","http://support.pdfarchitect.org","701","12/7/2017 11:16:21 AM","7/25/2018 9:51:40 AM","139.0000","False","","PDF Architect 6","277",
"19696","20350","Soda PDF Anywhere OCR - Standard","2","1001837","LULU Software (7270356 Canada inc)","1","","The Optical Character Recognition feature allows you to transform any PDF file, scanned document and image into a fully editable and searchable file.","In order to unlock your Soda PDF product, you will need to create a password for your account and log in via the application. You will receive another email shortly at the email address you used during purchase with details on how to create your password and use your product. In the meantime, you can download the application via the download link below.
","","","/1001837/f8c5cf8f-ec3a-47c8-b322-1bb9f111b048.png","info@sodapdf.com","","","700","11/27/2017 11:13:32 AM","2/5/2019 9:20:06 AM","24.0000","False","","Soda PDF Anywhere","225",
"19593","20247","Anywhere Access Pass","1","1001837","LULU Software (7270356 Canada inc)","1","","The Anywhere Pass will allow you to connect to as many as 3 devices, including desktop, mobile, and tablet. You can access all features on the go, wherever you are.","","http://www.lulusoftware.com","/1001837/b4d8104c-9879-4543-a9ba-faf9ac48c6a5_anywhere_pass_1.pdf","/1001837/93b64f1d-461e-4342-86a7-6030dc90f0ef.jpg","info@lulusoftware.com","","","697","10/17/2017 2:57:51 PM","10/18/2017 9:39:00 AM","14.9500","False","","PDF Architect X-Sells","162",
"19586","20240","Soda PDF OCR Advanced","2","1001837","LULU Software (7270356 Canada inc)","1","","The Optical Character Recognition feature allows you to transform any PDF file, scanned document and image into a fully editable and searchable file.","In order to unlock your Soda PDF product, you will need to create a password for your account and log in via the application. You will receive another email shortly at the email address you used during purchase with details on how to create your password and use your product. In the meantime, you can download the application via the download link below.

<br/><br/>
<b><a href="https://sodapdf.com/business/deployment/">See deployment options</a></b><br/><br/>
","","","/1001837/f8c5cf8f-ec3a-47c8-b322-1bb9f111b048.png","info@sodapdf.com","","","696","10/16/2017 2:37:42 PM","2/5/2019 9:20:52 AM","40.0000","False","","Soda PDF Anywhere","225",
"19574","20228","Soda PDF Anywhere OCR Standard","2","1001837","LULU Software (7270356 Canada inc)","1","","The Optical Character Recognition feature allows you to transform any PDF file, scanned document and image into a fully editable and searchable file.","In order to unlock your Soda PDF product, you will need to create a password for your account and log in via the application. You will receive another email shortly at the email address you used during purchase with details on how to create your password and use your product. In the meantime, you can download the application via the download link below.
","","","/1001837/f8c5cf8f-ec3a-47c8-b322-1bb9f111b048.png","info@sodapdf.com","","","695","10/10/2017 3:45:48 PM","3/8/2019 1:49:52 PM","24.0000","False","","Soda PDF Anywhere","225",
"19306","19960","Soda PDF 9  Premium","3","1001837","LULU Software (7270356 Canada inc)","1","","All the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, secure your PDFs.
","","","/1001837/a30ed681-087c-4f6e-96de-979a67f48f02_Soda_PDF_Desktop_Installer_84.exe","/1001837/ab7e4bf3-396b-422d-94a4-6c2804332355.png","info@sodapdf.com","","","693","6/19/2017 10:18:56 AM","6/22/2017 4:28:44 PM","129.0000","False","","Soda PDF Anywhere","225",
"19047","19701","Soda PDF - OCR Add On","2","1001837","LULU Software (7270356 Canada inc)","1","","The Optical Character Recognition feature allows you to transform any PDF file, scanned document and image into a fully editable and searchable file.","Please <a href="https://www.sodapdf.com/account/login/"> create an account or sign in</a> with the email you entered during your purchase to unlock your Soda PDF product. You will receive another email shortly with details on how to use and manage your product.
","","","/1001837/581fefc0-5047-4f5a-83e7-8d2ab676c125.PNG","info@sodapdf.com","","","692","3/28/2017 10:11:42 AM","2/1/2019 2:59:24 PM","108.0000","False","","Soda PDF Anywhere","225",
"18770","19424","Soda PDF 9 - Premium + OCR","2","1001837","LULU Software (7270356 Canada inc)","1","","All the advanced features you need to create and convert PDFs, edit your files, insert page elements, review and annotate your work, create digital forms, and secure your PDFs.
","In order to unlock your Soda PDF product, you will need to create a password for your account and log in via the application. You will receive another email shortly at the email address you used during purchase with details on how to create your password and use your product. In the meantime, you can download the application via the download link below.
","","","/1001837/ab7e4bf3-396b-422d-94a4-6c2804332355.png","info@sodapdf.com","","","690","1/30/2017 10:09:42 AM","4/24/2017 2:03:50 PM","159.0000","False","","Soda PDF Anywhere","225",
"18686","19340","Product Replacement Guarantee","1","1001837","LULU Software (7270356 Canada inc)","1","","Protect your purchase with our Product Replacement Guarantee! We will keep a back-up copy of your digital files should you need to re-download them for any reason (in case of accidental deletion, new PC installation or any other problem).","","http://www.lulusoftware.com","/1001837/b7e4baf5-99a1-464e-901f-c6c78f65aa9a_Product-Replacement-Guarantee-PDFsam.pdf","/1001837/8e9a7000-854f-48a3-9f73-b61374305db4.png","customersupport@upclick.com","","","688","1/23/2017 1:40:37 PM","12/4/2018 1:52:15 PM","9.9500","False","","PDFSam","165",
"18645","19299","Soda PDF Online Purchase","3","1001837","LULU Software (7270356 Canada inc)","1","","Soda PDF online purchase links are created for the total price of your order. The price shown above was quoted to you by our business representatives. You will receive your license keys, product certificates and additional information directly from our
 sales team. Thank you for choosing Soda PDF.","","http://sodapdf.com/business","/1001837/1f0be3ac-6281-4cad-8745-242651638c96_Soda_PDF_Desktop_Installer_24.exe","/1001837/d2e8caac-c3dd-4452-974b-fd645b2f0070.PNG","info@sodapdf.com","","http://www.sodapdf.com/support.aspx","686","1/16/2017 3:26:19 PM","7/18/2017 2:55:55 PM","10.0000","False","","Soda PDF Anywhere","225",
"18644","19298","Soda PDF Basic Yearly Plan","2","1001837","LULU Software (7270356 Canada inc)","1","","All the features you need to view and create PDFs, convert to formats such as Word and Excel, merge files, and review and annotate your work. You can also access most features online, through your web browser.","In order to unlock your Soda PDF product, you will need to create a password for your account and log in via the application. You will receive another email shortly at the email address you used during purchase with details on how to create your password and use your product. In the meantime, you can download the application via the download link below.
","","","/1001837/86e70db2-813d-4dad-9c8c-01c32762ad71.PNG","info@sodapdf.com","","","685","1/16/2017 3:21:17 PM","3/5/2018 11:18:01 AM","29.9900","False","","Soda PDF Anywhere","225",
"18610","19264","PDF Architect 5 PRO+OCR","3","1001837","LULU Software (7270356 Canada inc)","1","",".","","http://www.pdfarchitect.org","/1001837/cb0b9ae3-a439-49d4-9424-ebeafa020bc8_PDF_Architect_4_Installer.exe","/1001837/41257904-5906-4720-9102-bab574721ecb.PNG","customersupport@upclick.com","","http://support.pdfarchitect.org","682","1/12/2017 2:10:19 PM","1/12/2017 2:10:19 PM","139.0000","False","","PDF Architect 5","231",
"18472","19126","Upgrade to PDF Architect 5 Professional","3","1001837","LULU Software (7270356 Canada inc)","1","","Get our advanced PDF solution that will help streamline your workflow. It’s equipped with everything you need to customize, secure, and collaborate on your PDF documents.
","","http://sodapdf.com","/1001837/bcc56733-0558-457f-9b39-0c40eed3bdc4_PDF_Architect_4_Installer.exe","/1001837/d00081d7-9703-46d1-8286-41b7634078b8.PNG","customersupport@upclick.com","","http://www.sodapdf.com/support.aspx","681","12/14/2016 4:16:34 PM","12/7/2017 10:57:10 AM","40.0000","False","","PDF Architect 5","231",
"18469","19123","PDF Architect E-Sign - 10-Pack","2","1001837","LULU Software (7270356 Canada inc)","1","","Soda E-Sign 10-Pack allows you to prepare and send 10 packages for e-signature with just a few clicks. You can also get recipients to sign your documents via email, on any connected device, and you can check the status of your sent packages in real-time.","
","","","/1001837/f98dc2e6-ea37-4d7d-b67c-b5469442458b.PNG","customersupport@upclick.com","","","678","12/14/2016 1:26:16 PM","4/18/2019 3:02:00 PM","20.0000","False","","PDF Architect 5","231",
"18468","19122","PDF Architect E-Sign 10-Pack","2","1001837","LULU Software (7270356 Canada inc)","1","","Soda E-Sign 10-Pack allows you to prepare and send 10 packages for e-signature with just a few clicks. You can also get recipients to sign your documents via email, on any connected device, and you can check the status of your sent packages in real-time.","
","","/1001837/5c85ddd6-f79f-4f90-a34d-f13e38418436_Soda_PDF_Desktop_Installer.exe","/1001837/f98dc2e6-ea37-4d7d-b67c-b5469442458b.PNG","customersupport@upclick.com","","","677","12/14/2016 11:04:34 AM","3/15/2018 9:02:15 AM","20.0000","False","","PDF Architect 5","231",
"18467","19121","PDF Architect E-Sign Unlimited","2","1001837","LULU Software (7270356 Canada inc)","1","","PDF Architect E-Sign Unlimited allows you to prepare and send an unlimited number of documents for e-signature with just a few clicks. You can also get recipients to sign your documents via email, on any connected device, and you can check the status of
 your sent packages in real-time.","
","","","/1001837/f98dc2e6-ea37-4d7d-b67c-b5469442458b.PNG","customersupport@upclick.com","","","676","12/13/2016 4:20:48 PM","4/18/2019 3:02:50 PM","40.0000","False","","PDF Architect 5","231",
"18466","19120","PDF Architect 5 - Convert Module","3","1001837","LULU Software (7270356 Canada inc)","1","",".","","http://www.pdfarchitect.org","/1001837/da261016-ad6e-4379-a0ee-78783a2320f1_PDF_Architect_4_Installer.exe","/1001837/b13e9640-20ff-4486-ae04-307057d7ab99.png","customersupport@upclick.com","","http://support.pdfarchitect.org","675","12/13/2016 4:14:05 PM","11/13/2017 11:45:41 AM","20.0000","False","","PDF Architect 5","231",
"18465","19119","PDF Architect 5 - Edit Module","3","1001837","LULU Software (7270356 Canada inc)","1","",".","","http://www.pdfarchitect.org","/1001837/8acc9bf0-4748-4087-b24c-cab1c26ded0b_PDF_Architect_4_Installer.exe","/1001837/d8bf0284-04aa-46a7-b563-771f70aec101.png","customersupport@upclick.com","","http://support.pdfarchitect.org","674","12/13/2016 4:11:09 PM","8/10/2017 11:21:56 AM","30.0000","False","","PDF Architect 5","231",
"18464","19118","PDF Architect 5 - Insert Module","3","1001837","LULU Software (7270356 Canada inc)","1","",".","","http://www.pdfarchitect.org","/1001837/771db999-3af4-4190-aa91-07301ec7bcee_PDF_Architect_4_Installer.exe","/1001837/9cc2b572-9b9b-4fb9-ac6a-a2b555497575.png","customersupport@upclick.com","","http://support.pdfarchitect.org","673","12/13/2016 4:07:48 PM","2/15/2018 9:12:16 AM","10.0000","False","","PDF Architect 5","231",
"18463","19117","PDF Architect 5 - Review Module","3","1001837","LULU Software (7270356 Canada inc)","1","",".","","http://www.pdfarchitect.org","/1001837/a4610101-b812-4e38-a3c0-d32183235a9c_PDF_Architect_4_Installer.exe","/1001837/e69b527d-0da4-4665-bf62-b65ddf111cce.png","customersupport@upclick.com","","http://support.pdfarchitect.org","672","12/13/2016 4:01:05 PM","12/13/2016 4:08:29 PM","20.0000","False","","PDF Architect 5","231",
"18462","19116","PDF Architect 5 - Forms Module","3","1001837","LULU Software (7270356 Canada inc)","1","",".","","http://www.pdfarchitect.org","/1001837/ec5ab48c-5bc0-4d9f-8975-f994db17dfae_PDF_Architect_4_Installer.exe","/1001837/92974cf2-ad68-4acf-9969-4f0c60b15b9d.png","customersupport@upclick.com","","http://support.pdfarchitect.org","671","12/13/2016 3:55:13 PM","12/13/2016 3:55:33 PM","10.0000","False","","PDF Architect 5","231",
"18461","19115","PDF Architect 5 - Secure and Sign Module","3","1001837","LULU Software (7270356 Canada inc)","1","",".","","http://www.pdfarchitect.org","/1001837/60d81547-aa07-4b98-8207-92a238da8777_PDF_Architect_4_Installer.exe","/1001837/0f040e90-c0e1-4375-97b2-3ab77c6be868.png","customersupport@upclick.com","","http://support.pdfarchitect.org","670","12/13/2016 3:52:02 PM","12/14/2016 11:26:30 AM","20.0000","False","","PDF Architect 5","231",
"18460","19114","PDF Architect 5 - OCR Module","3","1001837","LULU Software (7270356 Canada inc)","1","","Save time from retyping old documents by turning any PDF, image, or a scanned document into a fully editable file with our advanced Optical Character Recognition Module.","","http://pdfarchitect.org","/1001837/b6d6aeb6-bd19-4160-9d9d-ba4dfe1284ab_PDF_Architect_4_Installer.exe","/1001837/5bc7095a-ca33-400a-94ed-f99b650748e1.png","info@sodapdf.com","","http://www.sodapdf.com/support.aspx","669","12/13/2016 3:47:23 PM","12/13/2016 3:47:23 PM","40.0000","False","","PDF Architect 5","231",
"18459","19113","PDF Architect 5 - Standard Package","3","1001837","LULU Software (7270356 Canada inc)","1","",".","","http://www.pdfarchitect.org","/1001837/9ce6c5e6-c0b9-43f7-b71c-57a8d963a77f_PDF_Architect_4_Installer.exe","/1001837/9853f7ba-8bf5-4ae0-a51d-c7a5a5beb8b0.PNG","customersupport@upclick.com","","http://support.pdfarchitect.org","668","12/13/2016 3:44:40 PM","1/16/2018 10:00:41 AM","59.0000","False","","PDF Architect 5","231",
"18458","19112","PDF Architect 5 - Professional Package","3","1001837","LULU Software (7270356 Canada inc)","1","",".","","http://www.pdfarchitect.org","/1001837/a18351c5-ac9f-4936-8e84-f884e2732eb5_PDF_Architect_4_Installer.exe","/1001837/62405be9-a7a5-4d16-9e65-322c459702da.PNG","customersupport@upclick.com","","http://support.pdfarchitect.org","667","12/13/2016 3:40:40 PM","3/12/2018 8:53:11 AM","109.0000","False","","PDF Architect 5","231",
"18457","19111","PDF Architect 5 - PRO+OCR Package","3","1001837","LULU Software (7270356 Canada inc)","1","",".","","http://www.pdfarchitect.org","/1001837/cb0b9ae3-a439-49d4-9424-ebeafa020bc8_PDF_Architect_4_Installer.exe","/1001837/41257904-5906-4720-9102-bab574721ecb.PNG","customersupport@upclick.com","","http://support.pdfarchitect.org","666","12/13/2016 3:37:02 PM","8/22/2017 9:17:11 AM","139.0000","False","","PDF Architect 5","231",
